title,url,tags,score,creationDate
Loss function for a Siamese neural network,https://stackoverflow.com/questions/75952483,<python><machine-learning><keras><conv-neural-network><siamese-network>,0,2023/4/6 18:04
Tensorflow Keras RandomFlip is applying the same flip to all images,https://stackoverflow.com/questions/75948480,<tensorflow><keras><deep-learning><conv-neural-network><data-augmentation>,1,2023/4/6 10:27
Why does LSTM produce NaN losses?,https://stackoverflow.com/questions/75907378,<machine-learning><keras><deep-learning><neural-network>,0,2023/4/1 16:15
Why doesn't restore_best_weights=True update results?,https://stackoverflow.com/questions/75888196,<python><keras><tf.keras><early-stopping>,1,2023/3/30 12:18
"WARNING:tensorflow:Early stopping conditioned on metric `val_loss` which is not available. Available metrics are: loss,recall",https://stackoverflow.com/questions/75714794,<python><python-3.x><tensorflow><validation><keras>,0,2023/3/12 16:57
Tensorflow-GNN model.fit() error while training a skeleton-based GNN (index error),https://stackoverflow.com/questions/75712151,<tensorflow><keras><graph-neural-network><gnn><tensorflow-gnn>,1,2023/3/12 9:22
LSTM Model overfitting or under-fitting?,https://stackoverflow.com/questions/75676943,<python><machine-learning><keras><lstm>,0,2023/3/8 18:35
Deep Learning with Python IMDB dataset,https://stackoverflow.com/questions/75630073,<python><tensorflow><machine-learning><keras><deep-learning>,0,2023/3/3 17:17
I'm having a hard time while conguring a Keras/tensorflow model,https://stackoverflow.com/questions/75598879,<python><tensorflow><keras>,0,2023/3/1 1:44
I need consistent results for MSE between runs when training a Neural Network,https://stackoverflow.com/questions/75495246,<python><tensorflow><keras><jupyter-notebook><neural-network>,1,2023/2/18 17:47
Keras SimpleRNNCell appears to fail to distribute learning among all its weights,https://stackoverflow.com/questions/75496612,<python><tensorflow><keras><recurrent-neural-network>,0,2023/2/17 14:39
Keras LSTM None value output shape,https://stackoverflow.com/questions/75368490,<python><tensorflow><keras><lstm>,1,2023/2/7 2:45
Convert Tensoflow model to PyTorch model - model isn't learning,https://stackoverflow.com/questions/75362059,<python><tensorflow><keras><deep-learning><pytorch>,1,2023/2/6 13:40
Keras model predicts different results using the same input,https://stackoverflow.com/questions/75304110,<python><tensorflow><keras><prediction>,3,2023/1/31 23:16
NN: AttributeError: 'History' object has no attribute 'predict',https://stackoverflow.com/questions/75225720,<python><keras><classification>,0,2023/1/24 18:26
Using an LSTM to predict a category,https://stackoverflow.com/questions/75205355,<tensorflow><keras><deep-learning><classification><lstm>,0,2023/1/23 2:53
Error 'img' when applying increment with keras and transformers for image classification,https://stackoverflow.com/questions/75158430,<python><image><keras><classification><huggingface-transformers>,1,2023/1/18 11:18
Feed image data without class label,https://stackoverflow.com/questions/75136728,<tensorflow><keras><conv-neural-network><generative-adversarial-network>,2,2023/1/16 16:00
Handling class mismatch in ImageDataGenerator for training and validation sets,https://stackoverflow.com/questions/75103692,<python><tensorflow><keras>,2,2023/1/13 0:32
Keras Flatten and GRU input_shape difference receiving same inputs,https://stackoverflow.com/questions/75000293,<python><keras><deep-learning>,1,2023/1/4 2:02
keras always return same values in a Human horses CNN model example,https://stackoverflow.com/questions/74993119,<python><tensorflow><keras>,0,2023/1/3 12:03
Trying to merge two loaded h5 models into a single one,https://stackoverflow.com/questions/74850248,<tensorflow><machine-learning><keras><neural-network>,1,2022/12/19 12:01
Simple Tensor Flow Example with keras_tuner,https://stackoverflow.com/questions/74795078,<python><tensorflow><keras><tensor><keras-tuner>,0,2022/12/14 7:55
"Pass from one file to another a constant variable, without using function parameters",https://stackoverflow.com/questions/74782778,<python><dataframe><keras><scikit-learn>,0,2022/12/13 9:44
The performance of a model with different output loss configurations in Sequential and Functional APIs differ in Keras,https://stackoverflow.com/questions/74725576,<keras><deep-learning><neural-network><tf.keras><functional-api>,1,2022/12/8 4:38
Do Architectures built using tf.keras.Models.Sequential run more slowly and accurately than those using Tensorflow's Functional API,https://stackoverflow.com/questions/74697284,<python><tensorflow><keras>,3,2022/12/6 4:25
Tensorflow.compat.v2.__internal__.tracking' has no attribute 'TrackableSaver' Error,https://stackoverflow.com/questions/74680359,<python><tensorflow><keras><deep-learning><tensorflow.js>,4,2022/12/4 19:52
Incompatible shapes Mean Squared Error Keras,https://stackoverflow.com/questions/74669249,<python><tensorflow><keras><lstm>,0,2022/12/3 17:56
RaggedTensor becomes Tensor in loss function,https://stackoverflow.com/questions/74665549,<python><tensorflow><keras><loss>,0,2022/12/3 9:44
A loaded Keras model with a custom layer has different weights to model which was saved,https://stackoverflow.com/questions/74636441,<python><tensorflow><keras>,1,2022/12/1 2:48
Understanding stacked LSTM layers,https://stackoverflow.com/questions/74446578,<tensorflow><keras><lstm><recurrent-neural-network>,0,2022/11/15 13:35
"Input 0 of layer ""dense"" is incompatible with the layer: expected min_ndim=2, found ndim=1. Full shape received: (32,)",https://stackoverflow.com/questions/74434345,<python><tensorflow><machine-learning><keras>,0,2022/11/14 15:48
Getting different results in training a tensorflow model using keras classes and strings for compilation,https://stackoverflow.com/questions/74415813,<python><tensorflow><keras><deep-learning><conv-neural-network>,0,2022/11/12 19:11
What is a good way to predict pseudo random numbers with neural networks?,https://stackoverflow.com/questions/74311106,<python><tensorflow><keras><neural-network><artificial-intelligence>,0,2022/11/4 1:07
Keras get optimal AUC threshold for a model,https://stackoverflow.com/questions/74258564,<python><tensorflow><keras><statistics>,0,2022/10/31 3:48
Transfer Learning Custom Model after Training,https://stackoverflow.com/questions/74222606,<tensorflow><keras><transfer-learning>,0,2022/10/27 13:10
All predicted values of LSTM model is almost same,https://stackoverflow.com/questions/74200607,<python><tensorflow><keras><lstm><loss-function>,0,2022/10/25 21:57
Dropout implementation in tf.Keras,https://stackoverflow.com/questions/74180816,<tensorflow><keras><dropout>,2,2022/10/24 12:01
Keras - Object detection model - Xception vs. VGG,https://stackoverflow.com/questions/73879020,<tensorflow><machine-learning><keras><deep-learning><imagedatagenerator>,0,2022/9/28 9:19
"Keras to predict number based on graph, with no accuracy at all",https://stackoverflow.com/questions/73832508,<python><tensorflow><keras>,0,2022/9/23 20:06
Custom keras callback to determine total training time,https://stackoverflow.com/questions/73802906,<python><keras><callback>,0,2022/9/21 14:53
using tf.keras.layers.Embedding for categorical variables in regression problem,https://stackoverflow.com/questions/73796471,<python><tensorflow><keras><tf.keras>,1,2022/9/21 6:52
is it possible to create a layer that perform only Pointwise Convolution part of keras.layers.SeparableConv2D,https://stackoverflow.com/questions/73796337,<python><tensorflow><keras>,1,2022/9/21 6:40
Predict text binary classification with RNN and didn't get expected output,https://stackoverflow.com/questions/73795106,<python><tensorflow><machine-learning><keras><recurrent-neural-network>,1,2022/9/21 3:39
Neural network low accuracy,https://stackoverflow.com/questions/73780627,<python><tensorflow><keras>,1,2022/9/20 0:59
Why is my Tensorflow LSTM Timeseries model returning only one value into the future,https://stackoverflow.com/questions/73765263,<python><tensorflow><keras><artificial-intelligence><lstm>,2,2022/9/18 18:09
"Is there any way I can count the number of layers in a model, i.e., numerical answer?",https://stackoverflow.com/questions/73749353,<python><loops><tensorflow><keras>,0,2022/9/16 19:08
"CNN model gives accuracy 0f 63% on Validation Images but when predicted on the same validation set, accuracy is 36%",https://stackoverflow.com/questions/73708667,<python><tensorflow><keras><deep-learning><conv-neural-network>,1,2022/9/13 20:06
Load XY Coordinates into Basic Tensorflow Linear Regression,https://stackoverflow.com/questions/73675937,<python><numpy><tensorflow><keras>,1,2022/9/10 23:57
"ValueError: Input 0 of layer sequential_4 is incompatible with the layer: : expected min_ndim=3, found ndim=2. Full shape received: (None, 5000)",https://stackoverflow.com/questions/73627784,<python><tensorflow><machine-learning><keras><deep-learning>,1,2022/9/6 21:11
Embedding inside the model vs outside the model,https://stackoverflow.com/questions/73624865,<python><tensorflow><keras><neural-network><word-embedding>,1,2022/9/6 16:01
Is there any difference between the DNN model by keras and the DNN model by pytorch?,https://stackoverflow.com/questions/73616875,<python><keras><deep-learning><pytorch>,0,2022/9/6 4:56
Using a Knowledge Distillation model to run predictions and check classification metrics,https://stackoverflow.com/questions/73602436,<python><tensorflow><machine-learning><keras>,0,2022/9/4 19:58
Neural networks - why is loss always 0.0 and accuracy 1.0,https://stackoverflow.com/questions/73567385,<python><tensorflow><machine-learning><keras><neural-network>,0,2022/9/1 9:52
Loss function to use with image_dataset_from_directory,https://stackoverflow.com/questions/73565014,<python><tensorflow><keras><deep-learning>,1,2022/9/1 6:21
AttributeError: 'KerasRegressor' object has no attribute '__call__',https://stackoverflow.com/questions/73526233,<python><machine-learning><keras><deep-learning><neural-network>,0,2022/8/29 8:46
ValueError: Data cardinality is ambiguous: x sizes: 50000 y sizes: 60000 Make sure all arrays contain the same number of samples,https://stackoverflow.com/questions/73518434,<python><tensorflow><keras><mnist>,1,2022/8/28 11:57
Fire detection model incorrectly identifying all images as having no fire despite displaying 85% accuracy,https://stackoverflow.com/questions/73511425,<tensorflow><keras><deep-learning><conv-neural-network>,0,2022/8/27 13:33
Can we have a dense layer between Conv layers in 1D CNN Architecture?,https://stackoverflow.com/questions/73510417,<python><keras><conv-neural-network><classification><prediction>,0,2022/8/27 11:01
Are both the GPU and CUDNN required for Tensorflow,https://stackoverflow.com/questions/73508421,<python><tensorflow><machine-learning><keras><cudnn>,2,2022/8/27 4:43
loss (I am using mean_absolute_percentage_error) is very high while training for simple regression using tf.keras,https://stackoverflow.com/questions/73424602,<tensorflow><keras>,1,2022/8/20 6:41
Keras and Tensorflow OS resource requirement,https://stackoverflow.com/questions/73386518,<python><tensorflow><keras><conv-neural-network><artificial-intelligence>,0,2022/8/17 10:02
Keras validation accuracy is 1 but only predicts only class 0 in binary classification?,https://stackoverflow.com/questions/73382895,<python><tensorflow><validation><keras><binary>,0,2022/8/17 4:33
Why does my neural network perform different on the same images during training and testing?,https://stackoverflow.com/questions/73373884,<python><tensorflow><keras><neural-network><classification>,0,2022/8/16 12:18
model.predict() returning random float instead of 3 probabilities,https://stackoverflow.com/questions/73308371,<python><tensorflow><machine-learning><keras>,1,2022/8/10 14:47
InvalidArgumentError: Graph execution error - Fruit detection,https://stackoverflow.com/questions/73275569,<python><tensorflow><machine-learning><keras>,1,2022/8/8 9:23
Tensorflow-Keras vector normalise output layer,https://stackoverflow.com/questions/73265033,<python><tensorflow><keras>,0,2022/8/7 5:08
"what is the difference between Sequential and Model([input],[output]) in TensorFlow?",https://stackoverflow.com/questions/73264482,<python><tensorflow><keras><deep-learning><lstm>,1,2022/8/7 2:19
Use tf.nn.local_response_normalization in keras layers,https://stackoverflow.com/questions/73264100,<python><tensorflow><keras><conv-neural-network>,1,2022/8/7 0:18
layer.get_weights() is not equal in the same model layers,https://stackoverflow.com/questions/73220446,<python><numpy><tensorflow><keras>,0,2022/8/3 10:48
Keras Tensorflow: Why this error on using Tensor Dataset returned by tf.data.experimental.make_csv_dataset() in call to model.fit?,https://stackoverflow.com/questions/73215412,<python><keras><tensorflow2.0><tf.keras>,0,2022/8/3 1:33
Time Series data to fit for ConvLSTM,https://stackoverflow.com/questions/73209775,<python><tensorflow><keras>,1,2022/8/2 15:03
Shapes Problem in Tensorflow MultiClass Classification,https://stackoverflow.com/questions/73206902,<python-3.x><keras><tensorflow2.0>,0,2022/8/2 11:38
sklearn girdsearchCV uses default parameters instead of param grid,https://stackoverflow.com/questions/73204541,<python><tensorflow><machine-learning><keras><scikit-learn>,0,2022/8/2 8:45
Confusion Matrix for Binary Classification with NN,https://stackoverflow.com/questions/73199505,<machine-learning><keras><neural-network><confusion-matrix>,0,2022/8/1 20:54
Efficiently implementing chamfer's distance as a loss for tensorflow,https://stackoverflow.com/questions/73155359,<python><tensorflow><keras>,0,2022/7/28 15:27
Tensorflow does not apply data augmentation properly,https://stackoverflow.com/questions/73144065,<python><database><tensorflow><keras><data-augmentation>,2,2022/7/27 20:08
Tensorflow Fused conv implementation does not support grouped convolutions,https://stackoverflow.com/questions/73130599,<python><tensorflow><keras><deep-learning>,0,2022/7/26 23:01
Zero validation loss and validation accuracy at classification problem,https://stackoverflow.com/questions/73126407,<keras><classification>,0,2022/7/26 15:52
tensorflow can not convert keras model to tensorflow lite,https://stackoverflow.com/questions/73045852,<python><tensorflow><keras>,0,2022/7/20 4:00
tensorflow bidirectional layer define output shape,https://stackoverflow.com/questions/73039241,<python><tensorflow><keras><forecasting>,0,2022/7/19 14:57
Turning Python Keras Machine Learning model into repeatable function that can take as input multiple X and y data sets,https://stackoverflow.com/questions/73022079,<python><function><tensorflow><machine-learning><keras>,0,2022/7/18 12:07
Overfitting on LSTM text classification using Keras,https://stackoverflow.com/questions/72981649,<python><machine-learning><keras><nlp><lstm>,0,2022/7/14 13:51
Why is a CNN model struggling to classify a colored MNIST?,https://stackoverflow.com/questions/72965428,<python><keras><conv-neural-network><rgb><mnist>,4,2022/7/13 11:22
Positive class in keras classification report has a precision of zero,https://stackoverflow.com/questions/72937432,<python><validation><keras>,2,2022/7/11 10:55
Difference between Experimental Preprocessing layers and normal preprocessing layers in Tensorflow,https://stackoverflow.com/questions/72928149,<python><tensorflow><keras><deep-learning>,2,2022/7/10 11:28
"What does this error mean: ""got logits shape [3,3] and labels shape [33]""?",https://stackoverflow.com/questions/72920933,<python><tensorflow><keras>,1,2022/7/9 11:20
Is it possible to make the output shape the same as the input shape?,https://stackoverflow.com/questions/72918129,<python><tensorflow><keras>,0,2022/7/9 0:31
Need to increase the accuracy of my LSTM model,https://stackoverflow.com/questions/72900728,<python><machine-learning><keras><lstm><recurrent-neural-network>,0,2022/7/7 15:42
Add longitude and latitude as features in tensorflow-recommender model,https://stackoverflow.com/questions/72891147,<python><tensorflow><keras><tf.keras><recommendation-engine>,0,2022/7/7 0:36
Making a Convolutional Neural Network from a flow diagram,https://stackoverflow.com/questions/72886193,<python><image-processing><keras><conv-neural-network><tf.keras>,0,2022/7/6 15:25
